drama_name,genre,whole_density,whole_diameter,whole_average_clustering,wo1_density,wo1_diameter,wo1_average_clustering,wo2_density,wo2_diameter,wo2_average_clustering,wo3_density,wo3_diameter,wo3_average_clustering,wo4_density,wo4_diameter,wo4_average_clustering,wo5_density,wo5_diameter,wo5_average_clustering
Armut-EinTrauerspielinfünfAkten,Tragedy,0.5454545454545454,3,0.8477513227513228,0.5303030303030303,3,0.8639550264550264,0.6444444444444445,3,0.8595238095238095,0.6181818181818182,2,0.8646464646464647,0.6,2,0.8632034632034632,0.5277777777777778,3,0.8439153439153438
DerFreigeist-EinLustspielinfünfAufzügen,Comedy,0.48484848484848486,3,0.8199074074074074,0.4696969696969697,3,0.8164021164021165,0.5272727272727272,2,0.847113997113997,0.5272727272727272,3,0.8106060606060606,0.4696969696969697,3,0.7416666666666667,0.4444444444444444,3,0.7004761904761905
Überteufel-TragödieinfünfAufzügen,Tragedy,0.6984615384615385,2,0.8841582728155619,0.73,2,0.8923076465868226,0.7266666666666667,2,0.891807767112115,0.6923076923076923,2,0.8859741281736166,0.8235294117647058,2,0.9054885927434948,0.7748917748917749,2,0.9078450257876095
GracchusderVolkstribun-TrauerspielinfünfAufzügen,Tragedy,0.5869565217391305,3,0.8417108408304229,0.5889328063241107,3,0.8348594851253353,0.6047430830039525,2,0.84161089392951,0.5670995670995671,3,0.8355323941624252,0.5731225296442688,3,0.838750372210461,0.6190476190476191,3,0.850349546472541
Egmont-EinTrauerspielinfünfAufzügen,Tragedy,0.3655913978494624,0,0.859848708066677,0.42328042328042326,0,0.8789961636828645,0.27205882352941174,0,0.715686274509804,0.36129032258064514,0,0.8714321310146738,0.4014778325123153,0,0.8526250625642107,0.35268817204301073,0,0.879702763219409
FlorianGeyer-DieTragödiedesBauernkrieges,Tragedy,0.3670886075949367,2,0.9099528047768775,0.38293650793650796,2,0.9193658259938394,0.42063492063492064,2,0.9258898082082294,0.3880701754385965,2,0.9201230272919126,0.422360248447205,2,0.9254210250780184,0.4522840343735866,2,0.9159282634699665
DonJuan'sEnde-TrauerspielinfünfAkten,Tragedy,0.49523809523809526,3,0.8404003404003403,0.6515151515151515,2,0.8547619047619048,0.47619047619047616,3,0.8412739112739113,0.4857142857142857,3,0.843032893032893,0.5384615384615384,3,0.839234178519893,0.37362637362637363,2,0.7364076399790686
DieJüdinvonToledo-HistorischesTrauerspielinfünfAufzügen,Tragedy,0.65,2,0.8502379564879565,0.6761904761904762,2,0.8559070559070558,0.638095238095238,2,0.8558374958374958,0.7692307692307693,2,0.8776223776223777,0.7362637362637363,2,0.8746420246420248,0.6857142857142857,2,0.859190439190439
Narziß-EinTrauerspielinfünfAufzügen,Tragedy,0.1707638279192274,4,0.8571638164480153,0.20174165457184326,3,0.8835720024384195,0.17503392130257803,4,0.8555268095867201,0.22783687943262412,4,0.8509400320070043,0.19360902255639098,4,0.8602509709123742,0.21303258145363407,4,0.8436349591515141
DieZwillinge-EinTrauerspielinfünfAufzügen,Tragedy,0.75,2,0.875,0.9047619047619048,2,0.9238095238095239,0.7619047619047619,2,0.8666666666666668,0.75,2,0.875,0.7619047619047619,2,0.8666666666666668,0.75,2,0.875
ZopfundSchwert-LustspielinfünfAufzügen,Comedy,0.46881720430107526,2,0.8515862484749859,0.48735632183908045,2,0.8530058565932734,0.5446153846153846,2,0.8914867756643231,0.455026455026455,2,0.8690400964446452,0.5158730158730159,2,0.8611008912187449,0.53,2,0.8529096541722736
Okurirasûna-GrosseWeltkomödieinfünfAkten,Comedy,0.9636363636363636,2,0.9676767676767678,1.0,1,1.0,0.9636363636363636,2,0.9676767676767678,0.9636363636363636,2,0.9676767676767678,0.9636363636363636,2,0.9676767676767678,0.8545454545454545,2,0.9191919191919191
Libussa-TrauerspielinfünfAufzügen,Tragedy,0.7025210084033613,2,0.9457961156490569,0.7762096774193549,2,0.9553508527994068,0.9010989010989011,2,0.967032967032967,0.7025210084033613,2,0.9457961156490569,0.7379679144385026,2,0.9508689839572192,0.7025210084033613,2,0.9457961156490569
DerTriumphdergutenFrauen-EinLustspielinfünfAufzügen,Comedy,0.7142857142857143,2,0.8428571428571427,0.7142857142857143,2,0.8428571428571429,0.6666666666666666,3,0.7142857142857143,0.7142857142857143,2,0.8428571428571427,0.7142857142857143,2,0.8428571428571427,0.8,2,0.9
DerFrauenmut-LustspielinfünfAufzügen,Comedy,0.5714285714285714,2,0.918990797069381,0.6221033868092691,2,0.9260669127596433,0.5966386554621849,2,0.9226410976970422,0.6528735632183909,2,0.9508700218470333,0.6292335115864528,2,0.9198142731660366,0.6736842105263158,2,0.9173141186299081
Sappho-TrauerspielinfünfAufzügen,Tragedy,0.5777777777777777,3,0.8047619047619048,0.6428571428571429,2,0.8279761904761906,0.75,2,0.8416666666666667,0.5777777777777777,3,0.8047619047619048,0.5777777777777777,3,0.8047619047619048,0.5333333333333333,3,0.7880952380952381
WallensteinsTod-EinTrauerspielinfünfAufzügen,Tragedy,0.203778677462888,4,0.7081093932116949,0.20768136557610242,4,0.7329161757836546,0.23015873015873015,4,0.7551333961340355,0.22983870967741934,4,0.6883215181468858,0.23295454545454544,3,0.6993275774376252,0.22298850574712645,4,0.7059057971014492
DasManuscript-LustspielinfünfAufzügen,Comedy,0.37142857142857144,3,0.7801587301587302,0.3523809523809524,3,0.7722222222222223,0.6071428571428571,2,0.8428571428571429,0.37142857142857144,3,0.7801587301587302,0.37142857142857144,3,0.7801587301587302,0.3333333333333333,4,0.6602116402116402
DerFreigeist-EinTrauerspielinfünfAufzügen,Tragedy,0.4666666666666667,3,0.38888888888888884,0.4666666666666667,3,0.38888888888888884,0.4,3,0.36111111111111116,0.4666666666666667,3,0.38888888888888884,0.4666666666666667,3,0.38888888888888884,0.4666666666666667,3,0.38888888888888884
MißSaraSampson-EinTrauerspielinfünfAufzügen,Tragedy,0.43636363636363634,4,0.6948051948051949,0.4888888888888889,3,0.6976190476190476,0.6071428571428571,3,0.7166666666666666,0.43636363636363634,4,0.6948051948051949,0.41818181818181815,4,0.6935064935064935,0.38181818181818183,4,0.7454545454545454
KarlvonBerneck-TrauerspielinfünfAufzügen,Tragedy,0.8304093567251462,2,0.9075932667263938,0.7647058823529411,2,0.8996973614620674,0.9523809523809523,2,0.9670329670329672,0.8304093567251462,2,0.9075932667263938,0.8070175438596491,2,0.9090940019732591,0.8304093567251462,2,0.9075932667263938
DasUrbilddesTartüffe-LustspielinfünfAufzügen,Comedy,0.3310344827586207,3,0.7913729233156477,0.3472906403940887,3,0.7891608240519311,0.3646723646723647,3,0.788563467072239,0.3732193732193732,3,0.7882689406683215,0.41,3,0.824704575094668,0.3675889328063241,3,0.7586763052236197
UrielAcosta-TrauerspielinfünfAufzügen,Tragedy,0.35947712418300654,3,0.7542708834375502,0.38235294117647056,3,0.7556998556998558,0.3602941176470588,3,0.7371403106697224,0.38333333333333336,3,0.7293144355644355,0.46153846153846156,2,0.7703407703407704,0.39705882352941174,3,0.8012307953484424
DergeschäftigeMüßiggänger-EinLustspiel,Comedy,0.41904761904761906,2,0.8054845154845156,0.41904761904761906,2,0.8054845154845156,0.6363636363636364,2,0.7751803751803752,0.3523809523809524,2,0.8082783882783884,0.46153846153846156,2,0.813647067218496,0.3238095238095238,2,0.8413186813186813
PeterundAlexéj-Tragödie,Tragedy,0.5763546798029556,2,0.8725870754908869,0.5873015873015873,2,0.8941878505788281,0.691699604743083,2,0.8904395375791255,0.6340579710144928,2,0.9001317523056653,0.563076923076923,2,0.8930945141814706,0.5763546798029556,2,0.8725870754908869
WelcheistdieBraut!-EinLustspielinfünfAufzügen,Comedy,0.6344827586206897,3,0.8758502314421462,0.6275862068965518,3,0.8792257893249503,0.6229885057471264,3,0.8815816288691957,0.7333333333333333,3,0.8948070448070448,0.6748768472906403,2,0.8756462262585518,0.6666666666666666,3,0.8875457338499135
Ignorabimus-Tragödie,Tragedy,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0
Wehdemderlügt!-LustspielinfünfAufzügen,Comedy,0.7166666666666667,2,0.8743395493395494,0.780952380952381,2,0.896869796869797,0.675,2,0.897245115995116,0.7166666666666667,2,0.8743395493395494,0.7727272727272727,2,0.8890452140452139,0.7252747252747253,2,0.919128490557062
Diesirae-EineTragödieinfünfAkten,Tragedy,0.4842105263157895,2,0.9003692386045327,0.47368421052631576,2,0.9097835497835497,0.5294117647058824,2,0.9117088430813922,0.65,2,0.9129120879120879,0.4842105263157895,2,0.9003692386045327,0.6060606060606061,2,0.8918229918229917
Monaldeschi-TragödieinfünfAkten,Tragedy,0.5494505494505495,2,0.8216430395001824,0.6363636363636364,2,0.8042448292448293,0.6060606060606061,2,0.8315055315055315,0.5494505494505495,2,0.8216430395001824,0.5384615384615384,2,0.8237318237318237,0.6363636363636364,2,0.8406204906204906
EidundPflicht-EinbürgerlichesTrauerspielinfünfAufzügen,Tragedy,0.5151515151515151,3,0.8222222222222223,0.5151515151515151,3,0.8222222222222221,0.5,3,0.8162037037037039,0.5818181818181818,2,0.8258297258297259,0.4888888888888889,3,0.715952380952381,0.48484848484848486,3,0.8291666666666666
Canut-EinTrauerspiel,Tragedy,0.6190476190476191,2,0.7380952380952381,0.8,2,0.9,0.6190476190476191,2,0.7380952380952381,0.5714285714285714,2,0.6285714285714287,0.5714285714285714,2,0.6904761904761906,0.5714285714285714,3,0.6666666666666667
DerdeutscheStudent-EinTrauerspielinfünfAufzügen,Tragedy,0.17142857142857143,0,0.6437800294943152,0.17894736842105263,0,0.6279639804639805,0.20588235294117646,0,0.6173202614379084,0.16993464052287582,0,0.5778619528619529,0.23529411764705882,3,0.6803921568627451,0.20915032679738563,0,0.6449494949494948
DieverhängnisvolleGabel-EinLustspielin5Akten,Comedy,0.9047619047619048,2,0.9238095238095239,0.9047619047619048,2,0.9238095238095239,0.9047619047619048,2,0.9238095238095239,0.8095238095238095,2,0.8857142857142858,0.9047619047619048,2,0.9238095238095239,1.0,1,1.0
ErnstHerzogvonSchwaben-TrauerspielinfünfAufzügen,Tragedy,0.680952380952381,2,0.9160364145658262,0.8366013071895425,2,0.9573801742919391,0.7368421052631579,2,0.9253027175782593,0.7263157894736842,2,0.9292561059511524,0.680952380952381,2,0.9160364145658262,0.4411764705882353,3,0.798067618655854
EinFaustderThat-TragödieinfünfAkten,Tragedy,0.6936507936507936,2,0.8946510405321667,0.7344028520499108,2,0.9077578374614469,0.7159663865546219,2,0.9023020159626194,0.6866096866096866,2,0.8789748206986957,0.6873015873015873,2,0.8997599260600633,0.7677419354838709,2,0.9276879928047892
HerrKammerdienerKneetschke-EineKammerdiener-TragödieinfünfAufzügen,Tragedy,0.6515151515151515,2,0.8648268398268398,0.6666666666666666,2,0.9166666666666667,0.6515151515151515,2,0.8648268398268398,0.7111111111111111,2,0.8706349206349205,0.8,2,0.9,0.6515151515151515,2,0.8648268398268398
DieFamilieSchroffenstein-EinTrauerspielinfünfAufzügen,Tragedy,0.42857142857142855,3,0.8662617703436302,0.5541125541125541,3,0.8906558353926773,0.4444444444444444,3,0.8701394849597837,0.48615384615384616,3,0.8666603784667608,0.5076923076923077,2,0.8655654283928873,0.31054131054131057,3,0.8306744695633583
