title,title_pretty,genre,is_whole,acts_1_density,acts_1_diameter,acts_1_average_clustering,acts_1-2_density,acts_1-2_diameter,acts_1-2_average_clustering,acts_1-2-3_density,acts_1-2-3_diameter,acts_1-2-3_average_clustering,acts_1-2-3-4_density,acts_1-2-3-4_diameter,acts_1-2-3-4_average_clustering,acts_1-2-3-4-5_density,acts_1-2-3-4-5_diameter,acts_1-2-3-4-5_average_clustering
rotrou-crisante,Crisante,Tragedy,True,0.39285714285714285,3,0.7041666666666666,0.2909090909090909,2,0.8441558441558442,0.32727272727272727,4,0.722943722943723,0.38461538461538464,4,0.8125763125763126,0.4358974358974359,3,0.8527472527472527
rotrou-hercule-mourant,Hercule Mourant,Tragedy,True,1.0,1,1.0,0.4666666666666667,3,0.4444444444444444,0.3888888888888889,3,0.5888888888888889,0.37777777777777777,3,0.63,0.6444444444444445,3,0.8533333333333333
rotrou-l-heureuse-constance,L'Heureuse Constance,Comedy,True,1.0,1,1.0,0.4888888888888889,3,0.8152380952380952,0.5151515151515151,3,0.7998677248677248,0.4666666666666667,3,0.7174074074074074,0.638095238095238,3,0.8716239316239316
rotrou-la-celimene,La Célimène,Comedy,True,0.6666666666666666,2,0.5833333333333334,0.4642857142857143,4,0.5833333333333334,0.5714285714285714,3,0.7875,0.5277777777777778,3,0.6862433862433863,0.5636363636363636,3,0.7640692640692641
rotrou-la-diane,La Diane,Comedy,True,0.3333333333333333,3,0.3888888888888889,0.2857142857142857,4,0.375,0.23636363636363636,6,0.4121212121212121,0.2909090909090909,5,0.4424242424242424,0.7948717948717948,2,0.931934731934732
rotrou-le-filandre,Le Filandre,Comedy,True,0.6666666666666666,2,0.5833333333333334,0.5333333333333333,3,0.5833333333333334,0.8,2,0.8444444444444444,0.9333333333333333,2,0.9333333333333332,0.6111111111111112,3,0.8560846560846561
rotrou-saint-genest,Le Véritable Saint Genest,Tragedy,True,0.8,2,0.8444444444444444,0.2878787878787879,3,0.41111111111111115,0.25274725274725274,5,0.45476190476190476,0.3523809523809524,4,0.6387617673331959,0.3904761904761905,4,0.6726264476264476
rotrou-sosies,Les Sosies,Comedy,False,0.3333333333333333,1,0.0,0.5333333333333333,3,0.5,0.7333333333333333,2,0.8388888888888889,0.6666666666666666,2,0.8306878306878307,0.7555555555555555,2,0.8769841269841269
saint-aignan-martyre-marie-antoinette,Le Martyre de Marie-Antoinette d'Autriche Reine de France.,Tragedy,True,0.48484848484848486,3,0.7660714285714286,0.30409356725146197,4,0.7765436318067898,0.30666666666666664,3,0.6854716394716395,0.21935483870967742,4,0.6180038178140644,0.1564102564102564,4,0.6917929883583909
sand-moliere,Molière,Comedy,True,1.0,1,1.0,0.5818181818181818,2,0.7782106782106782,0.5303030303030303,2,0.7936387686387687,0.5303030303030303,2,0.7936387686387687,0.31216931216931215,3,0.8861108178449245
saurin-amenophis,Aménophis,Tragedy,True,0.3333333333333333,3,0.0,0.3333333333333333,3,0.3095238095238095,0.5238095238095238,3,0.5952380952380952,0.4444444444444444,3,0.6497354497354497,0.5,3,0.652910052910053
saurin-blanche-et-guiscard,Blanche et Guiscard,Tragedy,True,0.5,3,0.0,0.3333333333333333,4,0.0,0.4,4,0.27777777777777773,0.6666666666666666,3,0.6666666666666666,0.6666666666666666,3,0.6666666666666666
saurin-spartacus,Spartacus,Tragedy,False,0.6,2,0.6,0.42857142857142855,3,0.6142857142857142,0.35714285714285715,3,0.525,0.3055555555555556,3,0.46031746031746024,0.3888888888888889,3,0.7058201058201058
scarron-dom-japhet-d-armenie,Don Japhet d'Arménie,Comedy,True,0.5555555555555556,4,0.6962962962962963,0.8181818181818182,2,0.9191919191919191,0.7142857142857143,2,0.8828874828874829,0.6333333333333333,2,0.8221209346209346,0.5555555555555556,3,0.8052683427683428
scarron-fausse-apparence,La Fausse Apparence,Comedy,True,0.8333333333333334,2,0.8333333333333333,0.5357142857142857,3,0.7541666666666667,0.6944444444444444,2,0.8029100529100529,0.8055555555555556,2,0.8955026455026456,0.8611111111111112,2,0.9404761904761904
scarron-gardien-de-soi-meme,Le Gardien de Soi-Même,Comedy,True,0.38181818181818183,4,0.7285714285714285,0.3626373626373626,3,0.7734126984126984,0.42857142857142855,3,0.7679705215419501,0.4725274725274725,3,0.8146567717996289,0.4583333333333333,4,0.7708017676767677
scarron-heritier-ridicule,L'Héritier Ridicule ou La Dame Intéressée.,Comedy,True,0.4666666666666667,3,0.38888888888888884,0.5,3,0.6541666666666667,0.5833333333333334,2,0.8171957671957671,0.75,2,0.8497354497354498,0.75,2,0.8497354497354498
scarron-jodelet-dueliste,Le Jodelet Duelliste.,Comedy,True,0.8333333333333334,2,0.8333333333333333,0.6785714285714286,3,0.825,0.6,2,0.8207142857142857,0.7111111111111111,2,0.8674603174603174,0.8,2,0.9178571428571429
scarron-jodelet,Le Jodelet ou Le Maître Valet.,Comedy,True,0.8333333333333334,2,0.8333333333333333,0.5714285714285714,3,0.6916666666666667,0.8214285714285714,2,0.8738095238095238,0.8214285714285714,2,0.8738095238095238,0.8928571428571429,2,0.9285714285714286
scarron-marquis-ridicule,Le Marquis Ridicule,Comedy,True,1.0,1,1.0,0.5555555555555556,3,0.8257142857142856,0.6888888888888889,2,0.8473015873015873,0.8666666666666667,2,0.9166666666666666,1.0,1,1.0
scarron-prince-corsaire,Le Prince Corsaire.,Comedy,True,0.6666666666666666,2,0.5833333333333334,0.8666666666666667,2,0.9,0.6071428571428571,3,0.8041666666666667,0.5555555555555556,3,0.8,0.5555555555555556,3,0.7711904761904762
scudery-arminius,Arminius ou Les Frères Ennemis,Tragedy,True,0.2,2,0.0,0.2777777777777778,5,0.42592592592592593,0.3888888888888889,3,0.337037037037037,0.5277777777777778,3,0.6259259259259259,0.8333333333333334,2,0.8915343915343915
scudery-fils-suppose,Le Fils Supposé,Comedy,True,0.21428571428571427,2,0.375,0.2857142857142857,2,0.5833333333333334,0.5357142857142857,2,0.8851190476190476,0.5555555555555556,3,0.8185185185185185,1.0,1,1.0
sedaine-le-philosophe-sans-le-savoir,Le Philosophe sans le Savoir,Comedy,True,0.6071428571428571,2,0.7511904761904762,0.6388888888888888,2,0.7603174603174603,0.5555555555555556,3,0.6904761904761905,0.6,3,0.7390476190476191,0.5757575757575758,3,0.7286375661375661
sommerive-bajazet,Bajazet,Tragedy,True,0.5,3,0.0,0.32142857142857145,3,0.35833333333333334,0.4166666666666667,3,0.5185185185185186,0.4722222222222222,3,0.5703703703703703,0.4,3,0.4961904761904762
soret-ceciliade,La Céciliade,Tragedy,True,1.0,1,1.0,1.0,1,1.0,0.8095238095238095,2,0.8857142857142858,0.7777777777777778,2,0.9047619047619047,0.7777777777777778,2,0.9047619047619047
seneque-agamemnon,Agamemnon,Tragedy,True,0.3333333333333333,1,0.0,0.2,2,0.0,0.2777777777777778,3,0.25555555555555554,0.2222222222222222,3,0.22999999999999998,0.2,3,0.19090909090909092
seneque-medee,Médée,Tragedy,True,0,0,0.0,0.3333333333333333,2,0.0,0.3,2,0.0,0.3,2,0.0,0.7333333333333333,2,0.7666666666666666
tanevot-adam-et-eve,Adam et Eve,Tragedy,True,0.3333333333333333,1,0.0,0.19047619047619047,3,0.0,0.23809523809523808,3,0.0,0.2857142857142857,5,0.0,0.25,5,0.16666666666666666
tristan-mort-de-chrispe,La Mort de Chrispe,Tragedy,True,0.6666666666666666,2,0.0,0.5,3,0.4666666666666667,0.5333333333333333,3,0.5833333333333334,0.5,4,0.5291666666666667,0.35555555555555557,4,0.38
tristan-mort-seneque,La Mort de Sénèque,Tragedy,True,0.6666666666666666,2,0.5833333333333334,0.4444444444444444,4,0.537037037037037,0.5111111111111111,2,0.7538095238095238,0.5333333333333333,2,0.7371428571428571,0.45454545454545453,3,0.7031746031746032
tristan-osman,Osman,Tragedy,True,0.8333333333333334,2,0.8333333333333333,0.8214285714285714,2,0.9404761904761905,0.6666666666666666,3,0.8042328042328042,0.6363636363636364,3,0.7746753246753247,0.6363636363636364,3,0.7746753246753247
tristan-parasite,Le Parasite,Comedy,True,0.7,2,0.7666666666666666,0.5714285714285714,3,0.7619047619047619,0.6666666666666666,2,0.8486772486772487,0.7111111111111111,2,0.8686507936507937,0.7777777777777778,2,0.9123015873015874
turnebe-contents,Les Contents,Comedy,True,0.6190476190476191,3,0.6523809523809524,0.41818181818181815,3,0.6056277056277056,0.3619047619047619,4,0.5656084656084656,0.38333333333333336,3,0.5623015873015873,0.4583333333333333,3,0.6109494671994672
vallee-fidele-esclave,Le Fidèle Esclave,Comedy,True,0.7,2,0.8,0.5357142857142857,3,0.7041666666666666,0.6428571428571429,2,0.8238095238095238,0.6428571428571429,2,0.8238095238095238,0.8928571428571429,2,0.9285714285714286
vallee-forte-romaine,La Forte Romaine,Tragedy,True,0.3333333333333333,1,0.0,0.3611111111111111,3,0.5,0.36363636363636365,3,0.5696969696969697,0.509090909090909,3,0.685064935064935,0.6363636363636364,3,0.716089466089466
haren-agon,"Agon, Sultan de Bantam",Tragedy,False,0.5,3,0.0,0.3333333333333333,4,0.3095238095238095,0.5714285714285714,3,0.6571428571428571,0.5,3,0.65,0.4444444444444444,3,0.5271428571428571
viau-pasiphae,La Tragédie de Pasiphaé,Tragedy,True,1.0,1,1.0,0.6,2,0.9,0.5142857142857142,3,0.9327272727272727,0.354978354978355,4,0.9302685950413223,0.33666666666666667,3,0.9001649578491684
viau-pyrame,Pyrame et Thisbé,Tragedy,True,0.2,1,0.0,0.17857142857142858,3,0.0,0.2222222222222222,4,0.35,0.16666666666666666,4,0.2916666666666667,0.16666666666666666,4,0.2916666666666667
dalibray-le-torrismon-du-tasse,Le Torrismon du Tasse,Tragedy,True,0.3333333333333333,1,0.0,0.23809523809523808,3,0.0,0.2222222222222222,4,0.15925925925925927,0.21212121212121213,3,0.6203703703703703,0.2878787878787879,3,0.5819444444444445
voltaire-adelaide,Adélaïde du Guesclin,Tragedy,True,0.6666666666666666,2,0.5833333333333334,0.7,2,0.7,0.5333333333333333,3,0.5,0.5333333333333333,3,0.5,0.42857142857142855,3,0.35714285714285715
voltaire-agathocle,Agathocle,Tragedy,True,0.6666666666666666,2,0.5833333333333334,0.5714285714285714,3,0.7619047619047619,0.4444444444444444,3,0.728042328042328,0.5555555555555556,2,0.6661375661375661,0.6388888888888888,2,0.7822751322751322
voltaire-alzire,Alzire,Tragedy,True,0.4,2,0.27777777777777773,0.3055555555555556,3,0.37037037037037035,0.3787878787878788,3,0.7301587301587301,0.3787878787878788,3,0.7301587301587301,0.3787878787878788,3,0.7301587301587301
voltaire-brutus,Le Brutus,Tragedy,True,0.4,3,0.0,0.4666666666666667,3,0.38888888888888884,0.4642857142857143,4,0.48333333333333334,0.4166666666666667,3,0.5407407407407407,0.37777777777777777,3,0.5747619047619048
voltaire-cafe,L'Ecossaise,Comedy,True,0.6410256410256411,2,0.8511266511266512,0.6043956043956044,2,0.8735264735264735,0.5333333333333333,3,0.8111513486513486,0.5147058823529411,3,0.8158047834518423,0.5367647058823529,3,0.8312648136177547
voltaire-depositaire,Le Dépostaire,Comedy,True,0.9,2,0.9,0.8,2,0.7277777777777777,0.4909090909090909,3,0.7941558441558442,0.44761904761904764,3,0.8122422022422022,0.5619047619047619,3,0.8413730713730714
voltaire-droit-du-seigneur,Le Droit du Seigneur,Comedy,True,0.7333333333333333,2,0.7666666666666666,0.6428571428571429,3,0.7666666666666666,0.8,2,0.8628571428571428,0.7272727272727273,2,0.8608225108225107,0.8,2,0.8777777777777778
voltaire-enfant-prodigue,L'Enfant Prodigue,Comedy,True,0.7,2,0.7666666666666666,0.6190476190476191,2,0.7095238095238096,0.5277777777777778,3,0.5740740740740741,0.6388888888888888,2,0.7447089947089948,0.8055555555555556,2,0.9232804232804234
voltaire-fanatisme,Le Fanatisme,Tragedy,True,0.6666666666666666,2,0.5833333333333334,0.7333333333333333,2,0.8222222222222223,0.8,2,0.9,0.9333333333333333,2,0.9333333333333332,0.9333333333333333,2,0.9333333333333332
voltaire-guebres,Les Guèbres,Tragedy,True,0.6,2,0.9,0.5714285714285714,2,0.6761904761904762,0.7619047619047619,2,0.8523809523809524,0.75,2,0.8708333333333333,0.6944444444444444,2,0.8476190476190476
voltaire-irene,Irène,Tragedy,True,0.4,3,0.0,0.4,3,0.25,0.38095238095238093,3,0.3619047619047619,0.42857142857142855,2,0.5285714285714286,0.42857142857142855,2,0.5285714285714286
voltaire-lois-de-minos,Les Lois de Minos ou Astérie,Tragedy,True,0.8666666666666667,2,0.9,0.6666666666666666,3,0.7142857142857143,0.5,3,0.8481481481481482,0.5111111111111111,3,0.8552380952380952,0.6,3,0.8638095238095238
voltaire-mariamne,Mariamne,Tragedy,True,0.4,3,0.0,0.42857142857142855,3,0.4714285714285714,0.4166666666666667,3,0.5111111111111111,0.4222222222222222,3,0.5314285714285714,0.4444444444444444,3,0.4961904761904762
voltaire-merope,Mérope,Tragedy,True,0.5,3,0.4666666666666667,0.6,2,0.9,0.6666666666666666,2,0.8428571428571429,0.7142857142857143,2,0.8380952380952381,0.7142857142857143,2,0.8380952380952381
voltaire-oedipe-v,Oedipe,Tragedy,True,0.3333333333333333,2,0.3888888888888889,0.5,3,0.5375,0.6071428571428571,3,0.6958333333333333,0.5555555555555556,3,0.8,0.5111111111111111,2,0.806031746031746
voltaire-olympie,Olympie,Tragedy,True,0.4,3,0.0,0.25,5,0.16666666666666666,0.3611111111111111,4,0.32962962962962966,0.4166666666666667,3,0.48888888888888893,0.4230769230769231,3,0.7112332112332113
voltaire-oreste,Oreste,Tragedy,True,0.6,3,0.5333333333333333,0.5238095238095238,2,0.8571428571428571,0.9523809523809523,2,0.9523809523809524,0.9523809523809523,2,0.9523809523809524,0.8928571428571429,2,0.9285714285714286
voltaire-orphelin-de-la-chine,L'Orphelin de la Chine,Tragedy,True,0.4,2,0.4666666666666667,0.42857142857142855,3,0.619047619047619,0.5238095238095238,3,0.6285714285714287,0.5238095238095238,3,0.6285714285714287,0.5238095238095238,3,0.6285714285714287
voltaire-pelopides,Les Pélopides ou Atrée et Thyeste,Tragedy,True,0.6666666666666666,2,0.5833333333333334,0.9,2,0.9,0.5714285714285714,3,0.6095238095238095,0.6190476190476191,3,0.6523809523809524,0.9523809523809523,2,0.9523809523809524
voltaire-rome-sauvee,Rome Sauvée,Tragedy,True,0.4,3,0.3611111111111111,0.32727272727272727,3,0.6292929292929293,0.41818181818181815,3,0.6207070707070707,0.5047619047619047,3,0.8506267806267807,0.4338235294117647,3,0.8346970023440612
voltaire-scythes,Les Scythes,Tragedy,True,1.0,1,1.0,0.5714285714285714,3,0.6666666666666666,0.6071428571428571,3,0.6791666666666667,0.6785714285714286,3,0.725,0.7777777777777778,2,0.8306878306878307
voltaire-semiramis,Sémiramis,Tragedy,True,0.7333333333333333,2,0.8222222222222223,0.5,3,0.6708333333333334,0.6388888888888888,2,0.758994708994709,0.6388888888888888,2,0.758994708994709,0.7333333333333333,2,0.8047619047619048
voltaire-sophonisbe,Sophonisbe,Tragedy,True,0.5,2,0.0,0.4,3,0.25,0.38095238095238093,3,0.3619047619047619,0.32142857142857145,3,0.30833333333333335,0.4642857142857143,3,0.5791666666666667
voltaire-tancrede,Tancrède,Tragedy,True,0.6,3,0.611111111111111,0.7333333333333333,2,0.8222222222222223,0.5357142857142857,3,0.6458333333333334,0.6071428571428571,3,0.7208333333333333,0.7142857142857143,2,0.8797619047619047
voltaire-tanis-zelide,Tanis et Zélide,Tragedy,True,0.5357142857142857,2,0.718452380952381,0.3076923076923077,3,0.5446712018140589,0.3333333333333333,3,0.6317460317460317,0.3014705882352941,3,0.6473389355742297,0.2875816993464052,3,0.6564238230904897
voltaire-zaire,Zaïre,Tragedy,True,0.7,2,0.8,0.7619047619047619,2,0.7428571428571429,0.7619047619047619,2,0.7428571428571429,0.6071428571428571,3,0.6083333333333334,0.5833333333333334,3,0.7132275132275132
voltaire-zulime,Zulime,Tragedy,True,0.8,2,0.8666666666666666,0.6,2,0.6777777777777777,0.6666666666666666,2,0.8055555555555555,0.5714285714285714,2,0.7952380952380952,0.6666666666666666,2,0.819047619047619
thibouville-thelamire,Thélamire,Tragedy,True,0.6666666666666666,2,0.0,0.4,4,0.0,0.5,3,0.3333333333333333,0.4666666666666667,3,0.38888888888888884,0.38095238095238093,3,0.2857142857142857
aure-dipne,"Dipné, Infante D'Irlande. Tragédie",Tragedy,True,1.0,1,1.0,0.5833333333333334,2,0.9404761904761904,0.3974358974358974,3,0.855982905982906,0.41904761904761906,4,0.7922222222222222,0.4857142857142857,3,0.7199470899470899
aure-genevieve-69,Geneviève ou L'Innocence Reconnue Tragédie Chrétienne,Tragedy,False,0.6,2,0.8666666666666666,0.35714285714285715,4,0.75,0.4642857142857143,3,0.6666666666666666,0.5714285714285714,2,0.8202380952380952,0.6111111111111112,2,0.717989417989418
aure-genevieve-70,Geneviève ou L'Innocence Reconnue Tragédie,Tragedy,True,0.7,2,0.7,0.32142857142857145,2,0.4375,0.3611111111111111,2,0.5777777777777778,0.3333333333333333,2,0.5773809523809524,0.7272727272727273,3,0.8430555555555556
